1736210500.8285167, 199.98.50.213, validate_cpf, 0.01
1736210500.8595247, 108.93.121.85, mul, 0.01
1736210500.8605237, 177.67.28.14, sub, 0.01
1736210500.8605237, 53.201.218.60, mul, 0.01
1736210500.8615248, 131.184.255.248, sub, 0.01
1736210500.8625245, 14.200.161.135, mul, 0.01
1736210500.8625245, 106.53.17.214, sub, 0.01
1736210500.863525, 118.75.23.132, mul, 0.01
1736210500.8645256, 136.62.234.44, sub, 0.01
1736210500.8645256, 39.141.85.168, mul, 0.01
1736210500.8655252, 185.49.31.235, sub, 0.01
1736210500.8655252, 74.160.220.91, mul, 0.01
1736210500.8665254, 156.182.94.56, sub, 0.01
1736210500.8675253, 71.144.85.42, mul, 0.01
1736210500.8675253, 81.226.143.156, sub, 0.01
1736210500.8685257, 174.220.190.23, mul, 0.01
1736210500.8695269, 155.203.60.116, sub, 0.01
1736210500.8695269, 53.179.100.211, mul, 0.01
1736210500.8705258, 123.60.58.224, sub, 0.01
1736210500.8715272, 41.124.168.87, mul, 0.01
1736210500.8715272, 120.154.11.193, sub, 0.01
1736210500.8725266, 54.125.16.93, mul, 0.01
1736210500.8735275, 190.171.45.101, sub, 0.01
1736210500.8735275, 105.210.32.178, mul, 0.01
1736210500.874527, 47.219.62.155, sub, 0.01
1736210500.874527, 143.17.142.88, mul, 0.01
1736210500.8755279, 99.136.55.49, sub, 0.01
1736210500.876528, 168.73.22.133, mul, 0.01
1736210500.876528, 24.191.84.52, sub, 0.01
1736210500.8775275, 199.205.68.19, mul, 0.01
1736210500.8785276, 43.195.217.62, sub, 0.01
1736210500.8785276, 160.106.214.76, mul, 0.01
1736210500.8795283, 132.80.53.215, sub, 0.01
1736210500.880529, 72.169.232.98, mul, 0.01
1736210500.880529, 108.18.240.151, sub, 0.01
1736210500.8815284, 33.76.118.22, mul, 0.011736216136.5289664, 127.0.0.1, validate_cpf, 0.01
1736216136.5299666, 127.0.0.1, validate_cpf, 0.01
1736216136.5309677, 127.0.0.1, validate_cpf, 0.01
1736216136.5309677, 127.0.0.1, validate_cpf, 0.01
1736216136.531967, 127.0.0.1, mul, 0.01
1736216136.5329683, 127.0.0.1, sub, 0.01
1736216136.5329683, 127.0.0.1, mul, 0.01
1736216136.5339684, 127.0.0.1, sub, 0.01
1736216136.5339684, 127.0.0.1, mul, 0.01
1736216136.5349684, 127.0.0.1, sub, 0.01
1736216136.5359683, 127.0.0.1, mul, 0.01
1736216136.5359683, 127.0.0.1, sub, 0.01
1736216136.5369682, 127.0.0.1, mul, 0.01
1736216136.5379689, 127.0.0.1, sub, 0.01
1736216136.5379689, 127.0.0.1, mul, 0.01
1736216136.5389688, 127.0.0.1, sub, 0.01
1736216136.5399692, 127.0.0.1, mul, 0.01
1736216136.5399692, 127.0.0.1, sub, 0.01
1736216136.5409687, 127.0.0.1, mul, 0.01
1736216136.5419693, 127.0.0.1, sub, 0.01
1736216136.5419693, 127.0.0.1, mul, 0.01
1736216136.5429692, 127.0.0.1, sub, 0.01
1736216136.5439703, 127.0.0.1, mul, 0.01
1736216136.5439703, 127.0.0.1, sub, 0.01
1736216136.5449708, 127.0.0.1, mul, 0.01
1736216136.545971, 127.0.0.1, sub, 0.01
1736216136.545971, 127.0.0.1, mul, 0.01
1736216136.5469708, 127.0.0.1, sub, 0.01
1736216136.5469708, 127.0.0.1, mul, 0.01
1736216136.5479715, 127.0.0.1, sub, 0.01
1736216136.5489712, 127.0.0.1, mul, 0.01
1736216136.5489712, 127.0.0.1, sub, 0.01
1736216136.5499706, 127.0.0.1, mul, 0.01
1736216136.5509717, 127.0.0.1, sub, 0.01
1736216136.5509717, 127.0.0.1, mul, 0.01
1736216136.5519722, 127.0.0.1, sub, 0.01
1736216136.5519722, 127.0.0.1, mul, 0.01
1736216136.5529723, 127.0.0.1, sub, 0.01
1736216136.5539725, 127.0.0.1, mul, 0.01
1736216136.5539725, 127.0.0.1, sub, 0.01
1736216136.5549726, 127.0.0.1, mul, 0.01
1736216136.5559728, 127.0.0.1, sub, 0.01
1736216136.5559728, 127.0.0.1, mul, 0.01
1736216136.5569727, 127.0.0.1, sub, 0.01
1736216136.5579734, 127.0.0.1, mul, 0.01
1736216136.5579734, 127.0.0.1, sub, 0.01
1736216136.558973, 127.0.0.1, mul, 0.01
1736216136.558973, 127.0.0.1, sub, 0.01
1736216136.559974, 127.0.0.1, mul, 0.01
1736216136.5609734, 127.0.0.1, sub, 0.01
1736216136.5609734, 127.0.0.1, mul, 0.01
1736216136.5619745, 127.0.0.1, sub, 0.01
1736216136.5629742, 127.0.0.1, mul, 0.01
1736216136.5629742, 127.0.0.1, sub, 0.01
1736216136.5639746, 127.0.0.1, mul, 0.01
1736216136.564975, 127.0.0.1, sub, 0.01
1736216136.564975, 127.0.0.1, mul, 0.01
1736216136.5659742, 127.0.0.1, sub, 0.01
1736216136.5669756, 127.0.0.1, mul, 0.01
1736216136.5669756, 127.0.0.1, sub, 0.01
1736216136.5679746, 127.0.0.1, mul, 0.01
1736216136.568976, 127.0.0.1, sub, 0.01
1736216136.568976, 127.0.0.1, mul, 0.01
1736216136.569976, 127.0.0.1, sub, 0.01
1736216136.5709753, 127.0.0.1, mul, 0.01
1736216136.5709753, 127.0.0.1, sub, 0.01
1736216136.5719757, 127.0.0.1, mul, 0.01
1736216136.5729766, 127.0.0.1, sub, 0.01
1736216136.5729766, 127.0.0.1, mul, 0.01
1736216136.5739768, 127.0.0.1, sub, 0.01
1736216136.5749767, 127.0.0.1, mul, 0.01
1736216136.5749767, 127.0.0.1, sub, 0.01
1736216136.5759773, 127.0.0.1, mul, 0.01
1736216136.5769775, 127.0.0.1, sub, 0.01
1736216136.5769775, 127.0.0.1, mul, 0.01
1736216136.5779777, 127.0.0.1, sub, 0.01
1736216136.5779777, 127.0.0.1, mul, 0.01
1736216136.5789783, 127.0.0.1, sub, 0.01
1736216136.579978, 127.0.0.1, mul, 0.01
1736216136.579978, 127.0.0.1, sub, 0.01
1736216136.5809786, 127.0.0.1, mul, 0.01
1736216136.5819788, 127.0.0.1, sub, 0.01
1736216136.5819788, 127.0.0.1, mul, 0.01
1736216136.5829785, 127.0.0.1, sub, 0.01
1736216136.583979, 127.0.0.1, mul, 0.01
1736216136.583979, 127.0.0.1, sub, 0.01
1736216136.5849798, 127.0.0.1, mul, 0.01
1736216136.5859792, 127.0.0.1, sub, 0.01
1736216136.5859792, 127.0.0.1, mul, 0.01
1736216136.5869799, 127.0.0.1, sub, 0.01
1736216136.5869799, 127.0.0.1, mul, 0.01
1736216136.5879798, 127.0.0.1, sub, 0.01
1736216136.5889802, 127.0.0.1, mul, 0.01
1736216136.5889802, 127.0.0.1, sub, 0.01
1736216136.5899796, 127.0.0.1, mul, 0.01
1736216136.5909803, 127.0.0.1, sub, 0.01
1736216136.5909803, 127.0.0.1, mul, 0.01
1736216136.5919812, 127.0.0.1, sub, 0.01
1736216136.5929801, 127.0.0.1, mul, 0.01
1736216136.5929801, 127.0.0.1, sub, 0.01
1736216136.5939817, 127.0.0.1, mul, 0.01
1736216136.594982, 127.0.0.1, sub, 0.01
1736216136.594982, 127.0.0.1, mul, 0.01
1736216136.595982, 127.0.0.1, sub, 0.01
